ORDERKEY;PRODUCTKEY;QUANTITY;CATALOGPRICE;DISCOUNTAMOUNT;DISCOUNTPCTG;TRANSACTIONPRICE
SO63012;225;3;8,99;1,8;20;7,19
SO63013;465;3;24,49;3,67;15;20,82
SO63014;589;3;769,49;169,29;22;600,2
SO63014;528;3;4,99;0,15;3;4,84
SO63014;536;3;29,99;7,2;24;22,79
SO63015;359;2;2294,99;298,35;13;1996,64
SO63015;478;2;9,99;1,5;15;8,49
SO63015;222;2;34,99;3,15;9;31,84
SO63015;228;3;49,99;12;24;37,99
SO63016;363;1;2294,99;413,1;18;1881,89
SO63016;485;2;21,98;3,96;18;18,02
SO63016;487;2;54,99;1,65;3;53,34
SO63017;363;2;2294,99;137,7;6;2157,29
SO63017;478;2;9,99;1;10;8,99
SO63017;477;2;4,99;0,15;3;4,84
SO63017;217;1;34,99;6,65;19;28,34
SO63017;234;1;49,99;3,5;7;46,49
SO63018;538;2;21,49;3,22;15;18,27
SO63018;480;3;2,29;0,25;11;2,04
SO63018;484;3;7,95;0,95;12;7
SO63019;529;2;3,99;0,12;3;3,87
SO63019;540;2;32,6;2,28;7;30,32
SO63019;480;2;2,29;0,05;2;2,24
SO63020;536;3;29,99;3;10;26,99
SO63020;528;3;4,99;0,8;16;4,19
SO63021;536;2;29,99;6,3;21;23,69
SO63021;528;2;4,99;1,05;21;3,94
SO63021;234;1;49,99;5;10;44,99
SO63022;478;3;9,99;1,2;12;8,79
SO63022;477;3;4,99;0,3;6;4,69
SO63022;484;3;7,95;1,83;23;6,12
SO63023;478;3;9,99;2,5;25;7,49
SO63023;477;1;4,99;0,1;2;4,89
SO63023;217;1;34,99;2,8;8;32,19
SO63024;476;1;69,99;10,5;15;59,49
SO63024;463;3;24,49;2,45;10;22,04
SO63025;528;1;4,99;0,6;12;4,39
SO63025;480;3;2,29;0,53;23;1,76
SO63026;528;2;4,99;0,5;10;4,49
SO63026;484;2;7,95;0,56;7;7,39
SO63027;485;3;21,98;0,88;4;21,1
SO63027;478;1;9,99;1,6;16;8,39
SO63027;225;3;8,99;0,72;8;8,27
SO63027;477;1;4,99;0,1;2;4,89
SO63028;485;2;21,98;1,76;8;20,22
SO63029;528;3;4,99;1;20;3,99
SO63030;528;2;4,99;0,95;19;4,04
SO63031;477;2;4,99;0,75;15;4,24
SO63031;222;1;34,99;4,55;13;30,44
SO63032;530;2;4,99;0,8;16;4,19
SO63032;541;2;28,99;4,06;14;24,93
SO63033;538;2;21,49;4,73;22;16,76
SO63033;529;1;3,99;0,52;13;3,47
SO63033;487;2;54,99;13,2;24;41,79
SO63034;529;1;3,99;0,68;17;3,31
SO63034;538;2;21,49;4,3;20;17,19
SO63034;480;2;2,29;0,09;4;2,2
SO63035;529;3;3,99;0,88;22;3,11
SO63036;537;1;35;8,4;24;26,6
SO63036;480;1;2,29;0,5;22;1,79
SO63036;486;2;159;34,98;22;124,02
SO63037;225;1;8,99;0,9;10;8,09
SO63037;530;2;4,99;0,3;6;4,69
SO63820;217;3;34,99;1,75;5;33,24
SO63821;584;3;539,99;70,2;13;469,79
SO63822;604;2;539,99;48,6;9;491,39
SO63822;214;3;34,99;1,75;5;33,24
SO63823;357;1;2319,99;510,4;22;1809,59
SO63824;355;2;2319,99;510,4;22;1809,59
SO63824;477;2;4,99;0,15;3;4,84
SO63824;478;3;9,99;2;20;7,99
SO63824;217;3;34,99;2,8;8;32,19
SO63825;535;2;24,99;4;16;20,99
SO63825;528;2;4,99;0,7;14;4,29
SO63825;214;2;34,99;4,55;13;30,44
SO63825;228;2;49,99;6;12;43,99
SO63826;530;2;4,99;0,75;15;4,24
SO63826;225;1;8,99;2,07;23;6,92
SO63827;474;2;69,99;11,9;17;58,09
SO63828;529;1;3,99;0,04;1;3,95
SO63828;465;1;24,49;1,71;7;22,78
SO63829;489;2;53,99;1,08;2;52,91
SO63830;580;3;1700,99;323,19;19;1377,8
SO63830;479;2;8,99;0,54;6;8,45
SO63830;477;1;4,99;0,6;12;4,39
SO63831;378;3;2443,35;146,6;6;2296,75
SO63831;479;2;8,99;1,98;22;7,01
SO63831;477;1;4,99;0,95;19;4,04
SO63831;222;2;34,99;6,3;18;28,69
SO63832;588;3;769,49;15,39;2;754,1
SO63832;228;2;49,99;5;10;44,99
SO63832;225;2;8,99;0,72;8;8,27
SO63833;359;1;2294,99;321,3;14;1973,69
SO63833;478;2;9,99;1,5;15;8,49
SO63833;477;3;4,99;0,25;5;4,74
SO63833;490;3;53,99;9,18;17;44,81
SO63834;480;1;2,29;0,53;23;1,76
SO63835;529;1;3,99;0,84;21;3,15
SO63836;529;2;3,99;0,48;12;3,51
SO63836;539;2;24,99;2,75;11;22,24
SO63836;480;1;2,29;0,34;15;1,95
SO63836;484;3;7,95;0,95;12;7
SO63837;480;2;2,29;0,37;16;1,92
SO63838;530;1;4,99;1,1;22;3,89
SO63838;214;2;34,99;8,4;24;26,59
SO63839;529;3;3,99;0,44;11;3,55
SO63839;538;1;21,49;3,65;17;17,84
SO63840;541;2;28,99;1,16;4;27,83
SO63840;530;3;4,99;0,75;15;4,24
SO63840;222;2;34,99;6,3;18;28,69
SO63841;535;3;24,99;3,25;13;21,74
SO63841;463;3;24,49;1,22;5;23,27
SO63842;541;2;28,99;0,87;3;28,12
SO63842;530;1;4,99;0,35;7;4,64
SO63842;465;2;24,49;4,16;17;20,33
SO63843;529;1;3,99;0,64;16;3,35
SO63843;540;2;32,6;5,87;18;26,73
SO63843;217;2;34,99;0,7;2;34,29
SO63844;478;1;9,99;2,1;21;7,89
SO63844;477;1;4,99;0,5;10;4,49
SO63844;222;2;34,99;2,45;7;32,54
SO63845;476;1;69,99;16,1;23;53,89
SO63845;491;3;53,99;3,24;6;50,75
SO63846;475;3;69,99;16,8;24;53,19
SO63847;477;2;4,99;1;20;3,99
SO63848;528;2;4,99;0,6;12;4,39
SO63848;485;3;21,98;2,2;10;19,78
SO63848;480;2;2,29;0,3;13;1,99
SO63848;484;2;7,95;1,59;20;6,36
SO63849;485;2;21,98;3,96;18;18,02
SO63849;478;2;9,99;1;10;8,99
SO63849;477;2;4,99;0,75;15;4,24
SO63849;490;2;53,99;6,48;12;47,51
SO63850;485;2;21,98;0,66;3;21,32
SO63850;214;2;34,99;4,55;13;30,44
SO63850;237;2;49,99;4;8;45,99
SO63851;485;3;21,98;3,74;17;18,24
SO63851;484;2;7,95;1,51;19;6,44
SO63852;485;2;21,98;3,52;16;18,46
SO63852;471;1;63,5;14,61;23;48,89
SO63853;485;3;21,98;3,3;15;18,68
SO63853;484;2;7,95;0,72;9;7,23
SO63854;528;1;4,99;1;20;3,99
SO63854;536;1;29,99;7,2;24;22,79
SO63854;480;2;2,29;0,14;6;2,15
SO63854;486;2;159;12,72;8;146,28
SO63855;536;1;29,99;4,8;16;25,19
SO63855;528;3;4,99;0,2;4;4,79
SO63855;222;2;34,99;3,85;11;31,14
SO63855;234;3;49,99;5;10;44,99
SO63855;225;2;8,99;0,72;8;8,27
SO63856;538;2;21,49;1,93;9;19,56
SO63857;477;2;4,99;0,25;5;4,74
SO63857;222;1;34,99;6,3;18;28,69
SO63858;528;1;4,99;0,9;18;4,09
SO63858;537;2;35;5,25;15;29,75
SO63858;480;2;2,29;0,25;11;2,04
SO63859;485;1;21,98;1,98;9;20
SO63860;214;1;34,99;5,25;15;29,74
SO63861;596;2;539,99;21,6;4;518,39
SO63861;478;2;9,99;0,5;5;9,49
SO63861;477;2;4,99;0,95;19;4,04
SO63861;222;1;34,99;4,55;13;30,44
SO63862;353;2;2319,99;324,8;14;1995,19
SO63862;537;1;35;5,6;16;29,4
SO63862;528;1;4,99;0,5;10;4,49
SO63863;575;3;2384,07;238,41;10;2145,66
SO63863;481;2;8,99;0,9;10;8,09
SO63864;580;3;1700,99;391,23;23;1309,76
SO63864;539;1;24,99;0,5;2;24,49
SO63865;584;2;539,99;75,6;14;464,39
SO63865;479;2;8,99;1,98;22;7,01
SO63865;477;2;4,99;1;20;3,99
SO63865;484;2;7,95;0,8;10;7,15
SO63866;604;1;539,99;75,6;14;464,39
SO63866;479;2;8,99;0,9;10;8,09
SO63866;477;2;4,99;0,5;10;4,49
SO63867;384;1;1120,49;235,3;21;885,19
SO63867;490;3;53,99;9,72;18;44,27
SO63868;376;3;2443,35;366,5;15;2076,85
SO63868;479;3;8,99;0,81;9;8,18
SO63868;477;1;4,99;1,15;23;3,84
SO63868;214;1;34,99;6,3;18;28,69
SO63869;372;3;2443,35;122,17;5;2321,18
SO63869;484;2;7,95;0,24;3;7,71
SO63870;376;2;2443,35;390,94;16;2052,41
SO63870;540;1;32,6;0,98;3;31,62
SO63870;529;1;3,99;0,32;8;3,67
SO63870;217;3;34,99;0,7;2;34,29
SO63871;585;1;742,35;74,24;10;668,11
SO63871;222;1;34,99;6,3;18;28,69
SO63872;606;3;539,99;97,2;18;442,79
SO63872;538;3;21,49;1,72;8;19,77
SO63872;529;1;3,99;0,68;17;3,31
SO63873;582;1;1700,99;85,05;5;1615,94
SO63873;214;3;34,99;4,9;14;30,09
SO63874;382;2;1120,49;44,82;4;1075,67
SO63874;214;3;34,99;4,55;13;30,44
SO63875;390;2;1120,49;156,87;14;963,62
SO63875;222;1;34,99;8,75;25;26,24
SO63876;606;3;539,99;5,4;1;534,59
SO63876;477;1;4,99;0,55;11;4,44
SO63876;479;2;8,99;0,63;7;8,36
SO63877;565;2;742,35;111,35;15;631
SO63877;214;2;34,99;2,8;8;32,19
SO63878;575;1;2384,07;476,81;20;1907,26
SO63878;222;2;34,99;7;20;27,99
SO63879;576;2;2384,07;452,97;19;1931,1
SO63879;225;2;8,99;0,72;8;8,27
SO63880;355;2;2319,99;92,8;4;2227,19
SO63880;478;3;9,99;2,3;23;7,69
SO63880;477;2;4,99;0,8;16;4,19
SO63880;465;1;24,49;2,2;9;22,29
SO63881;359;1;2294,99;252,45;11;2042,54
SO63882;484;2;7,95;0,16;2;7,79
SO63883;539;2;24,99;5;20;19,99
SO63883;529;1;3,99;0,2;5;3,79
SO63883;480;3;2,29;0,37;16;1,92
SO63884;539;3;24,99;3,75;15;21,24
SO63884;529;2;3,99;0,4;10;3,59
SO63884;217;2;34,99;3,85;11;31,14
SO63885;536;2;29,99;3,9;13;26,09
SO63885;528;3;4,99;0,35;7;4,64
SO63885;214;2;34,99;8,05;23;26,94
SO63886;536;2;29,99;4,5;15;25,49
SO63886;528;2;4,99;0,2;4;4,79
SO63886;217;2;34,99;6,65;19;28,34
SO63887;485;2;21,98;0,44;2;21,54
SO63887;478;2;9,99;0,4;4;9,59
SO63887;477;3;4,99;0,35;7;4,64
SO63888;537;2;35;8,75;25;26,25
SO63888;528;2;4,99;0,6;12;4,39
SO63888;485;2;21,98;5,5;25;16,48
SO63889;478;2;9,99;1,1;11;8,89
SO63889;477;2;4,99;0,75;15;4,24
SO63889;214;1;34,99;1,75;5;33,24
SO63890;491;2;53,99;1,62;3;52,37
SO63891;488;2;53,99;11,34;21;42,65
SO63892;473;1;63,5;1,27;2;62,23
SO63892;487;2;54,99;8,25;15;46,74
SO63893;583;3;1700,99;323,19;19;1377,8
SO63893;529;2;3,99;0,12;3;3,87
SO63893;539;3;24,99;6;24;18,99
SO63893;480;3;2,29;0,23;10;2,06
SO63894;490;2;53,99;8,1;15;45,89
SO63895;480;3;2,29;0,18;8;2,11
SO63896;530;2;4,99;0,85;17;4,14
SO63896;480;3;2,29;0,02;1;2,27
SO63897;541;2;28,99;6,38;22;22,61
SO63897;530;3;4,99;0,5;10;4,49
SO63897;487;3;54,99;6,6;12;48,39
SO63898;529;1;3,99;0,16;4;3,83
SO63898;540;2;32,6;1,96;6;30,64
SO63898;480;3;2,29;0,37;16;1,92
SO63899;536;3;29,99;1,5;5;28,49
SO63899;528;2;4,99;0,35;7;4,64
SO63899;214;3;34,99;3,5;10;31,49
SO63900;478;2;9,99;0,4;4;9,59
SO63900;477;3;4,99;0,3;6;4,69
SO63900;217;3;34,99;6,65;19;28,34
SO63901;528;2;4,99;0,4;8;4,59
SO63901;536;2;29,99;7,5;25;22,49
SO63901;485;1;21,98;5,28;24;16,7
SO63901;231;1;49,99;1,5;3;48,49
SO63902;475;3;69,99;9,1;13;60,89
SO63902;225;1;8,99;2,25;25;6,74
SO63903;477;2;4,99;0,8;16;4,19
SO63904;477;2;4,99;0,7;14;4,29
SO63904;487;3;54,99;7,15;13;47,84
SO63905;477;2;4,99;0,8;16;4,19
SO63905;217;1;34,99;4,55;13;30,44
SO63905;472;2;63,5;3,18;5;60,32
SO63906;528;3;4,99;0,3;6;4,69
SO63906;482;2;8,99;1,17;13;7,82
SO63907;539;3;24,99;4;16;20,99
SO63908;535;2;24,99;6;24;18,99
SO63909;535;1;24,99;3,75;15;21,24
SO63909;528;2;4,99;0,1;2;4,89
SO63909;214;2;34,99;2,8;8;32,19
SO63910;477;1;4,99;0,75;15;4,24
SO63910;490;2;53,99;2,7;5;51,29
SO63911;529;2;3,99;0,32;8;3,67
SO63911;217;3;34,99;3,5;10;31,49
SO63912;538;3;21,49;4,3;20;17,19
SO63912;529;3;3,99;0,04;1;3,95
SO64528;528;3;4,99;0,15;3;4,84
SO64528;217;2;34,99;4,2;12;30,79
SO64529;529;3;3,99;0,56;14;3,43
SO64529;482;2;8,99;0,36;4;8,63
SO64529;217;2;34,99;1,05;3;33,94
SO64530;225;2;8,99;2,16;24;6,83
SO64530;530;1;4,99;0,15;3;4,84
SO64531;217;1;34,99;5,25;15;29,74
SO64532;234;1;49,99;11;22;38,99
SO64533;231;3;49,99;12;24;37,99
SO64534;529;1;3,99;0,64;16;3,35
SO64534;465;2;24,49;1,96;8;22,53
SO64535;484;3;7,95;1,91;24;6,04
SO64536;480;3;2,29;0,27;12;2,02
SO64537;592;3;564,99;118,65;21;446,34
SO64537;485;1;21,98;1,1;5;20,88
SO64537;481;2;8,99;1,35;15;7,64
SO64538;593;1;564,99;90,4;16;474,59
SO64538;535;2;24,99;4;16;20,99
SO64538;528;2;4,99;1,1;22;3,89
SO64538;480;1;2,29;0,55;24;1,74
SO64538;484;1;7,95;0,64;8;7,31
SO64539;591;2;564,99;113;20;451,99
SO64539;478;2;9,99;1,6;16;8,39
SO64539;477;1;4,99;0,95;19;4,04
SO64540;583;2;1700,99;408,24;24;1292,75
SO64540;467;2;24,49;3,43;14;21,06
SO64541;590;2;769,49;138,51;18;630,98
SO64541;536;1;29,99;4,5;15;25,49
SO64541;528;3;4,99;1,05;21;3,94
SO64541;480;2;2,29;0,39;17;1,9
SO64542;359;2;2294,99;68,85;3;2226,14
SO64542;537;2;35;5,95;17;29,05
SO64542;528;2;4,99;0,75;15;4,24
SO64542;485;2;21,98;4,4;20;17,58
SO64542;478;2;9,99;0,4;4;9,59
SO64542;477;3;4,99;0,25;5;4,74
SO64542;214;2;34,99;7;20;27,99
SO64543;583;2;1700,99;187,11;11;1513,88
SO64543;234;3;49,99;2;4;47,99
SO64544;359;2;2294,99;114,75;5;2180,24
SO64544;485;2;21,98;2,2;10;19,78
SO64545;357;2;2319,99;301,6;13;2018,39
SO64545;537;3;35;5,25;15;29,75
SO64545;528;1;4,99;0,1;2;4,89
SO64546;359;2;2294,99;527,85;23;1767,14
SO64546;537;2;35;0,35;1;34,65
SO64547;357;3;2319,99;464;20;1855,99
SO64547;485;2;21,98;4,4;20;17,58
SO64548;363;3;2294,99;229,5;10;2065,49
SO64548;478;2;9,99;0,6;6;9,39
SO64548;477;2;4,99;0,1;2;4,89
SO64548;217;3;34,99;4,9;14;30,09
SO64549;222;2;34,99;7,35;21;27,64
SO64550;490;3;53,99;3,78;7;50,21
SO64551;535;3;24,99;4,5;18;20,49
SO64551;528;3;4,99;0,4;8;4,59
SO64551;237;1;49,99;9,5;19;40,49
SO64552;477;1;4,99;0,25;5;4,74
SO64552;478;2;9,99;2,2;22;7,79
SO64552;488;2;53,99;1,62;3;52,37
SO64553;478;2;9,99;2,5;25;7,49
SO64554;474;3;69,99;7,7;11;62,29
SO64555;476;3;69,99;9,1;13;60,89
SO64556;528;3;4,99;0,25;5;4,74
SO64557;528;1;4,99;0,05;1;4,94
SO64558;528;2;4,99;0,85;17;4,14
SO64558;480;1;2,29;0,37;16;1,92
SO64559;472;2;63,5;2,54;4;60,96
SO64559;485;1;21,98;1,98;9;20
SO64560;485;3;21,98;3,96;18;18,02
SO64561;537;2;35;8,4;24;26,6
SO64562;540;2;32,6;6,19;19;26,41
SO64562;529;2;3,99;0,48;12;3,51
SO64562;473;1;63,5;10,8;17;52,7
SO64563;536;2;29,99;2,7;9;27,29
SO64563;528;3;4,99;0,55;11;4,44
SO64563;228;2;49,99;5,5;11;44,49
SO64564;477;2;4,99;0,85;17;4,14
SO64565;477;2;4,99;1,1;22;3,89
SO64565;217;2;34,99;8,05;23;26,94
SO64566;536;3;29,99;4,5;15;25,49
SO64566;480;3;2,29;0,02;1;2,27
SO64567;465;2;24,49;3,18;13;21,31
SO64567;477;2;4,99;0,6;12;4,39
SO64568;539;1;24,99;6;24;18,99
SO64569;536;3;29,99;0,6;2;29,39
SO64569;528;3;4,99;0,1;2;4,89
SO64569;217;3;34,99;1,4;4;33,59
SO64569;225;2;8,99;0,09;1;8,9
SO64570;536;1;29,99;4,5;15;25,49
SO64570;528;3;4,99;1,1;22;3,89
SO64570;225;2;8,99;1,35;15;7,64
SO64570;217;2;34,99;2,1;6;32,89
SO64571;538;2;21,49;3,87;18;17,62
SO64571;529;2;3,99;0,48;12;3,51
SO64571;231;1;49,99;1,5;3;48,49
SO64572;529;3;3,99;0,68;17;3,31
SO64572;214;2;34,99;5,95;17;29,04
SO64573;541;2;28,99;5,51;19;23,48
SO64574;537;1;35;6,3;18;28,7
SO64574;528;2;4,99;0,1;2;4,89
SO64574;485;2;21,98;2,86;13;19,12
SO64574;222;2;34,99;6,3;18;28,69
SO64575;528;2;4,99;1,05;21;3,94
SO64575;537;2;35;5,6;16;29,4
SO64575;480;2;2,29;0,23;10;2,06
SO64575;484;2;7,95;0,64;8;7,31
SO64576;537;2;35;2,45;7;32,55
SO64576;480;3;2,29;0,16;7;2,13
SO64577;537;2;35;7,35;21;27,65
SO64577;528;3;4,99;0,65;13;4,34
SO64578;528;2;4,99;1,25;25;3,74
SO64578;537;2;35;5,25;15;29,75
SO64578;485;2;21,98;1,54;7;20,44
SO64578;484;3;7,95;0,16;2;7,79
SO64579;485;3;21,98;4,84;22;17,14
SO64579;488;1;53,99;9,72;18;44,27
SO64580;537;1;35;2,1;6;32,9
SO64580;528;2;4,99;0,15;3;4,84
SO64580;480;2;2,29;0,48;21;1,81
SO64581;478;3;9,99;1,5;15;8,49
SO64581;477;1;4,99;0,3;6;4,69
SO64581;217;2;34,99;5,25;15;29,74
SO64581;225;2;8,99;1,62;18;7,37
SO64582;485;3;21,98;2,42;11;19,56
SO64582;222;2;34,99;3,5;10;31,49
SO64583;372;2;2443,35;488,67;20;1954,68
SO64583;479;2;8,99;0,18;2;8,81
SO64583;477;2;4,99;0,5;10;4,49
SO64583;225;3;8,99;0,45;5;8,54
SO64584;587;3;769,49;76,95;10;692,54
SO64584;536;2;29,99;3,6;12;26,39
SO64584;480;2;2,29;0,23;10;2,06
SO64585;591;2;564,99;45,2;8;519,79
SO64585;535;2;24,99;5,5;22;19,49
SO64586;361;1;2294,99;367,2;16;1927,79
SO64586;477;3;4,99;1;20;3,99
SO64586;478;1;9,99;1,7;17;8,29
SO64586;463;1;24,49;5,63;23;18,86
SO64587;359;2;2294,99;321,3;14;1973,69
SO64587;477;3;4,99;0,25;5;4,74
SO64587;478;2;9,99;0,3;3;9,69
SO64587;473;3;63,5;9,53;15;53,97
SO64587;487;3;54,99;9,35;17;45,64
SO64588;359;1;2294,99;504,9;22;1790,09
SO64588;485;2;21,98;1,98;9;20
SO64588;478;2;9,99;0,4;4;9,59
SO64588;477;2;4,99;0,3;6;4,69
SO64589;355;3;2319,99;394,4;17;1925,59
SO64589;478;2;9,99;0,3;3;9,69
SO64589;477;2;4,99;0,6;12;4,39
SO64589;214;2;34,99;6,65;19;28,34
SO64590;355;1;2319,99;301,6;13;2018,39
SO64590;485;1;21,98;1,98;9;20
SO64590;465;2;24,49;2,45;10;22,04
SO64590;237;2;49,99;7,5;15;42,49
SO64591;359;2;2294,99;229,5;10;2065,49
SO64591;480;2;2,29;0,34;15;1,95
SO64592;574;3;2384,07;381,45;16;2002,62
SO64592;541;1;28,99;3,19;11;25,8
SO64592;530;1;4,99;1,25;25;3,74
SO64592;480;2;2,29;0,48;21;1,81
SO64592;486;3;159;17,49;11;141,51
SO64592;225;3;8,99;1,8;20;7,19
SO64593;581;2;1700,99;238,14;14;1462,85
SO64593;222;2;34,99;4,9;14;30,09
SO64594;582;2;1700,99;425,25;25;1275,74
SO64594;529;2;3,99;0,24;6;3,75
SO64594;539;2;24,99;4,25;17;20,74
SO64594;222;2;34,99;4,55;13;30,44
SO64594;465;3;24,49;3,18;13;21,31
SO64595;582;2;1700,99;272,16;16;1428,83
SO64595;222;2;34,99;5,95;17;29,04
SO64596;382;3;1120,49;134,46;12;986,03
SO64596;217;2;34,99;4,2;12;30,79
SO64596;465;2;24,49;1,47;6;23,02
SO64597;388;2;1120,49;44,82;4;1075,67
SO64597;217;3;34,99;4,2;12;30,79
SO64598;376;3;2443,35;122,17;5;2321,18
SO64598;479;2;8,99;1,62;18;7,37
SO64598;477;1;4,99;0,95;19;4,04
SO64598;480;3;2,29;0,05;2;2,24
SO64599;361;2;2294,99;527,85;23;1767,14
SO64599;478;3;9,99;0,6;6;9,39
SO64599;222;1;34,99;5,95;17;29,04
SO64600;363;1;2294,99;527,85;23;1767,14
SO64600;478;1;9,99;1,1;11;8,89
SO64600;225;1;8,99;1,17;13;7,82
SO64600;477;2;4,99;0,7;14;4,29
SO64601;567;2;742,35;133,62;18;608,73
SO64601;530;3;4,99;0,6;12;4,39
SO64601;541;1;28,99;1,45;5;27,54
SO64601;479;2;8,99;1,53;17;7,46
SO64601;477;1;4,99;0,35;7;4,64
SO64602;573;1;2384,07;548,34;23;1835,73
SO64602;214;3;34,99;6,65;19;28,34
SO64603;576;2;2384,07;214,57;9;2169,5
SO64603;481;2;8,99;0,81;9;8,18
SO64604;573;2;2384,07;71,52;3;2312,55
SO64604;477;3;4,99;0,4;8;4,59
SO64604;479;2;8,99;2,25;25;6,74
SO64605;605;2;539,99;118,8;22;421,19
SO64605;472;3;63,5;10,8;17;52,7
SO64606;386;2;1120,49;100,84;9;1019,65
SO64606;479;2;8,99;0,63;7;8,36
SO64606;477;1;4,99;0,95;19;4,04
SO64606;234;2;49,99;7,5;15;42,49
SO64606;225;3;8,99;1,62;18;7,37
SO64607;583;2;1700,99;374,22;22;1326,77
SO64607;539;2;24,99;3,5;14;21,49
SO64607;529;3;3,99;0,76;19;3,23
SO64607;480;3;2,29;0,27;12;2,02
SO64608;580;1;1700,99;272,16;16;1428,83
SO64608;228;2;49,99;7,5;15;42,49
SO64609;382;2;1120,49;246,51;22;873,98
SO64609;217;3;34,99;8,75;25;26,24
SO64610;386;2;1120,49;190,48;17;930,01
SO64610;214;2;34,99;6,65;19;28,34
SO64611;563;1;2384,07;429,13;18;1954,94
SO63038;537;2;35;3,5;10;31,5
SO63038;485;3;21,98;1,32;6;20,66
SO63038;217;3;34,99;7;20;27,99
SO63038;473;2;63,5;13,34;21;50,16
SO63039;477;2;4,99;1,1;22;3,89
SO63039;478;1;9,99;2,1;21;7,89
SO63039;489;3;53,99;3,78;7;50,21
SO63040;478;3;9,99;2;20;7,99
SO63040;477;3;4,99;0,45;9;4,54
SO63040;222;2;34,99;5,6;16;29,39
SO63040;225;2;8,99;0,99;11;8
SO63041;225;2;8,99;1,17;13;7,82
SO63041;234;2;49,99;3;6;46,99
SO63042;361;3;2294,99;459;20;1835,99
SO63042;537;2;35;7;20;28
SO63043;355;2;2319,99;232;10;2087,99
SO63043;528;1;4,99;0,45;9;4,54
SO63043;537;1;35;2,45;7;32,55
SO63043;484;2;7,95;0,72;9;7,23
SO63044;355;2;2319,99;255,2;11;2064,79
SO63044;485;2;21,98;1,32;6;20,66
SO63045;361;2;2294,99;91,8;4;2203,19
SO63045;537;3;35;3,5;10;31,5
SO63045;528;2;4,99;0,7;14;4,29
SO63045;485;2;21,98;0,88;4;21,1
SO63045;473;2;63,5;1,27;2;62,23
SO63046;359;1;2294,99;413,1;18;1881,89
SO63047;561;1;2384,07;476,81;20;1907,26
SO63047;479;2;8,99;1,8;20;7,19
SO63047;477;3;4,99;0,65;13;4,34
SO63048;579;2;1214,85;242,97;20;971,88
SO63048;541;1;28,99;4,06;14;24,93
SO63048;530;1;4,99;0,4;8;4,59
SO63048;222;1;34,99;2,1;6;32,89
SO63049;565;2;742,35;81,66;11;660,69
SO63049;541;1;28,99;0,87;3;28,12
SO63049;530;2;4,99;0,1;2;4,89
SO63049;480;2;2,29;0,18;8;2,11
SO63049;484;3;7,95;0,48;6;7,47
SO63050;570;1;742,35;118,78;16;623,57
SO63050;217;2;34,99;1,75;5;33,24
SO63051;561;3;2384,07;429,13;18;1954,94
SO63051;481;2;8,99;1,17;13;7,82
SO63052;563;1;2384,07;405,29;17;1978,78
SO63053;563;1;2384,07;47,68;2;2336,39
SO63053;479;3;8,99;1,98;22;7,01
SO63054;606;1;539,99;108;20;431,99
SO63054;529;3;3,99;0,52;13;3,47
SO63054;538;2;21,49;3,01;14;18,48
SO63054;486;2;159;17,49;11;141,51
SO63055;390;3;1120,49;235,3;21;885,19
SO63055;222;2;34,99;7,7;22;27,29
SO63056;581;1;1700,99;34,02;2;1666,97
SO63056;231;2;49,99;11,5;23;38,49
SO63057;574;3;2384,07;166,88;7;2217,19
SO63057;541;2;28,99;6,38;22;22,61
SO63057;530;3;4,99;1;20;3,99
SO63057;225;1;8,99;0,27;3;8,72
SO63057;214;2;34,99;3,85;11;31,14
SO63058;225;1;8,99;0,81;9;8,18
SO63058;576;2;2384,07;524,5;22;1859,57
SO63059;604;1;539,99;97,2;18;442,79
SO63059;538;1;21,49;1,07;5;20,42
SO63059;529;2;3,99;0,08;2;3,91
SO63059;486;2;159;4,77;3;154,23
SO63060;605;2;539,99;75,6;14;464,39
SO63060;214;1;34,99;5,95;17;29,04
SO63060;490;2;53,99;7,02;13;46,97
SO63060;463;1;24,49;0,98;4;23,51
SO63061;538;2;21,49;2,58;12;18,91
SO63061;529;2;3,99;0,64;16;3,35
SO63061;480;2;2,29;0,09;4;2,2
SO63062;529;3;3,99;1;25;2,99
SO63062;538;3;21,49;2,15;10;19,34
SO63062;480;1;2,29;0,11;5;2,18
SO63062;484;3;7,95;1,75;22;6,2
SO63063;477;2;4,99;0,55;11;4,44
SO63063;225;1;8,99;2,16;24;6,83
SO63064;477;1;4,99;0,3;6;4,69
SO63065;477;3;4,99;0,95;19;4,04
SO63065;225;1;8,99;0,18;2;8,81
SO63066;528;2;4,99;1,25;25;3,74
SO63066;480;3;2,29;0,55;24;1,74
SO63067;478;2;9,99;0,5;5;9,49
SO63067;477;3;4,99;1,05;21;3,94
SO63067;217;2;34,99;8,75;25;26,24
SO63068;541;1;28,99;5,51;19;23,48
SO63068;530;2;4,99;0,3;6;4,69
SO63068;487;3;54,99;1,65;3;53,34
SO63069;361;1;2294,99;229,5;10;2065,49
SO63069;478;2;9,99;1,1;11;8,89
SO63069;477;3;4,99;1,2;24;3,79
SO63069;488;2;53,99;11,34;21;42,65
SO63070;599;2;539,99;16,2;3;523,79
SO63070;535;3;24,99;2,75;11;22,24
SO63071;489;1;53,99;4,32;8;49,67
SO63071;465;1;24,49;0,73;3;23,76
SO63072;488;2;53,99;8,64;16;45,35
SO63072;225;2;8,99;2,07;23;6,92
SO63073;529;2;3,99;0,76;19;3,23
