ORDERKEY;ORDERDATE;DELIVERYDATE;CUSTOMERKEY;CHANNELKEY;PAYMENTMETHODKEY;DELIVERYMETHODKEY;COUNTRYKEY;DELIVERYCOST;ORDERSTATUSKEY
SO67421;02-04-2020;09-04-2020;16706;2;4;1;8;7,08;4
SO67422;02-04-2020;09-04-2020;24884;1;2;4;9;3,09;4
SO67423;02-04-2020;09-04-2020;16481;2;3;2;6;6,78;4
SO67424;02-04-2020;09-04-2020;24600;1;2;4;6;9,93;4
SO67425;02-04-2020;09-04-2020;13009;2;4;1;10;2,14;4
SO67426;02-04-2020;09-04-2020;28214;1;1;2;9;4,09;4
SO67427;02-04-2020;09-04-2020;19040;1;3;3;10;8,74;4
SO67428;02-04-2020;09-04-2020;14697;2;1;4;9;5,74;4
SO67429;02-04-2020;09-04-2020;17781;1;4;4;6;4,96;4
SO67430;02-04-2020;09-04-2020;24067;1;1;3;9;1,4;4
SO67431;02-04-2020;09-04-2020;15622;2;1;4;7;7,53;4
SO67432;02-04-2020;09-04-2020;17989;2;3;4;6;3,75;4
SO67433;02-04-2020;09-04-2020;29246;1;4;1;4;2,42;4
SO67434;02-04-2020;09-04-2020;29022;1;4;1;1;4,12;4
SO67435;02-04-2020;09-04-2020;26497;1;4;4;1;3,36;4
SO67436;02-04-2020;09-04-2020;22744;1;1;1;4;0;4
SO67437;02-04-2020;09-04-2020;23353;2;2;2;1;6,85;4
SO67438;02-04-2020;09-04-2020;13988;2;1;1;6;1,76;4
SO67439;02-04-2020;09-04-2020;18410;2;2;3;4;7,96;4
SO67440;02-04-2020;09-04-2020;16838;1;1;4;4;9,31;4
SO67441;02-04-2020;09-04-2020;15855;2;1;3;4;0;4
SO67442;02-04-2020;09-04-2020;14618;2;1;2;1;3,6;4
SO67443;02-04-2020;09-04-2020;12408;2;3;2;9;8,38;4
SO67444;02-04-2020;09-04-2020;27893;1;4;3;6;6,56;4
SO67445;02-04-2020;09-04-2020;12597;2;4;1;8;6,69;4
SO67446;02-04-2020;09-04-2020;21546;2;4;4;7;2,31;4
SO67447;02-04-2020;09-04-2020;27304;2;3;1;6;3,15;4
SO67448;02-04-2020;09-04-2020;24559;1;3;1;9;0;4
SO67449;02-04-2020;09-04-2020;13694;1;4;2;9;9,12;4
SO67450;02-04-2020;09-04-2020;13599;1;4;2;8;8,27;4
SO67451;02-04-2020;09-04-2020;12919;1;4;2;8;1,45;4
SO67452;02-04-2020;09-04-2020;17807;1;4;2;6;4,96;4
SO67453;02-04-2020;09-04-2020;12633;2;2;4;6;0;4
SO67454;02-04-2020;09-04-2020;13721;2;1;4;1;7,75;4
SO67455;02-04-2020;09-04-2020;14003;2;2;1;1;2,22;4
SO67456;02-04-2020;09-04-2020;13064;1;3;3;1;5,06;4
SO67457;02-04-2020;09-04-2020;18237;1;4;1;6;4,66;4
SO67458;02-04-2020;09-04-2020;16785;1;3;4;1;8,48;4
SO67459;02-04-2020;09-04-2020;15631;1;3;3;7;2,14;4
SO67460;02-04-2020;09-04-2020;28699;1;4;3;9;5,12;4
SO67461;02-04-2020;09-04-2020;11494;1;2;2;7;9,18;4
SO67462;02-04-2020;09-04-2020;15218;1;4;4;10;0;4
SO67463;02-04-2020;09-04-2020;26033;1;2;1;9;3,51;4
SO67464;02-04-2020;09-04-2020;27711;2;2;4;9;2,8;4
SO67465;02-04-2020;09-04-2020;21571;2;4;4;10;0;4
SO67466;02-04-2020;09-04-2020;29275;1;2;4;4;8,33;4
SO67467;02-04-2020;09-04-2020;27280;2;4;4;4;9,11;4
SO67468;02-04-2020;09-04-2020;25984;2;1;3;4;0;4
SO67469;02-04-2020;09-04-2020;23582;2;3;1;4;9,52;4
SO67470;02-04-2020;09-04-2020;20208;2;2;1;6;4,62;4
SO67471;02-04-2020;09-04-2020;17476;2;3;3;8;5,11;4
SO67472;02-04-2020;09-04-2020;24099;2;1;3;8;3,81;4
SO67473;02-04-2020;09-04-2020;23227;1;1;3;8;3,25;4
SO67474;02-04-2020;09-04-2020;13261;1;3;3;6;3,24;4
SO67475;02-04-2020;09-04-2020;23746;2;2;3;6;0;4
SO67476;02-04-2020;09-04-2020;28742;2;1;3;9;3,1;4
SO67477;02-04-2020;09-04-2020;16309;2;2;3;6;1,56;4
SO67478;02-04-2020;09-04-2020;11431;1;1;1;6;4,21;4
SO67479;02-04-2020;09-04-2020;29462;2;4;2;7;6,67;4
SO67480;02-04-2020;09-04-2020;13107;1;3;2;6;1,38;4
SO67481;02-04-2020;09-04-2020;12701;2;3;1;6;7,38;4
SO67482;03-04-2020;10-04-2020;17258;1;2;3;6;8,43;4
SO67483;03-04-2020;10-04-2020;17288;2;4;4;6;5,94;4
SO67484;03-04-2020;10-04-2020;13952;1;1;1;9;2,27;4
SO67485;03-04-2020;10-04-2020;13623;2;3;3;6;9,33;4
SO67486;03-04-2020;10-04-2020;21198;1;3;2;6;1,23;4
SO67487;03-04-2020;10-04-2020;16690;1;2;1;9;8,78;4
SO67488;03-04-2020;10-04-2020;19674;2;4;2;6;7,77;4
SO67489;03-04-2020;10-04-2020;13013;2;2;3;8;6,1;4
SO67490;03-04-2020;10-04-2020;12695;2;3;3;9;4,71;4
SO67491;03-04-2020;10-04-2020;15231;2;2;4;7;3,76;4
SO67492;03-04-2020;10-04-2020;11370;2;3;2;6;3,98;4
SO67493;03-04-2020;10-04-2020;13961;2;3;2;6;5,65;4
SO67494;03-04-2020;10-04-2020;17066;1;4;4;10;6,07;4
SO67495;03-04-2020;10-04-2020;13127;1;1;3;6;1,32;4
SO67496;03-04-2020;10-04-2020;16547;2;4;3;6;0;4
SO67497;03-04-2020;10-04-2020;12547;1;1;1;6;9,34;4
SO67498;03-04-2020;10-04-2020;16392;2;4;3;6;7,77;4
SO67499;03-04-2020;10-04-2020;14769;1;1;2;9;5,98;4
SO67500;03-04-2020;10-04-2020;22307;1;2;4;6;5,26;4
SO67501;03-04-2020;10-04-2020;25442;1;1;2;8;8,19;4
SO67502;03-04-2020;10-04-2020;26352;2;1;4;6;9,27;4
SO67503;03-04-2020;10-04-2020;11361;2;1;2;10;4,24;4
SO67504;03-04-2020;10-04-2020;11711;1;4;1;6;1,39;4
SO67505;03-04-2020;10-04-2020;26621;1;2;4;1;1,46;4
SO67506;03-04-2020;10-04-2020;12970;2;3;3;8;1,73;4
SO67507;03-04-2020;10-04-2020;11287;1;2;4;9;1,68;4
SO67508;03-04-2020;10-04-2020;11200;2;1;3;6;7,19;4
SO67509;03-04-2020;10-04-2020;21702;1;2;3;6;8,9;4
SO67510;03-04-2020;10-04-2020;23131;2;3;3;1;7,96;4
SO67511;03-04-2020;10-04-2020;22985;1;4;4;1;9,21;4
SO67512;03-04-2020;10-04-2020;15402;1;3;1;9;0;4
SO67513;03-04-2020;10-04-2020;22342;2;1;1;1;7,59;4
SO67514;03-04-2020;10-04-2020;20704;1;3;2;1;8,87;4
SO67515;03-04-2020;10-04-2020;19022;1;2;1;4;6,94;4
SO67516;03-04-2020;10-04-2020;16960;2;2;2;1;8,93;4
SO67517;03-04-2020;10-04-2020;16336;1;3;4;4;5,29;4
SO67518;03-04-2020;10-04-2020;15982;1;3;1;4;6,82;4
SO67519;03-04-2020;10-04-2020;15907;1;1;1;1;1,57;4
SO67520;03-04-2020;10-04-2020;19147;1;1;1;8;1,11;4
SO67521;03-04-2020;10-04-2020;17757;1;2;2;7;1,04;4
SO68756;22-04-2020;29-04-2020;20535;1;3;3;4;0;4
SO68757;22-04-2020;29-04-2020;20536;2;4;1;4;2,07;4
SO68758;22-04-2020;29-04-2020;13201;1;3;4;10;8,24;4
SO68759;22-04-2020;29-04-2020;20112;2;2;4;4;8,79;4
SO68760;22-04-2020;29-04-2020;18872;2;3;1;1;5,73;4
SO68761;22-04-2020;29-04-2020;13936;2;3;1;6;9,77;4
SO68762;22-04-2020;29-04-2020;11619;2;1;1;6;2,74;4
SO68763;22-04-2020;29-04-2020;26686;1;3;2;10;4,24;4
SO68764;22-04-2020;29-04-2020;16152;2;1;4;4;6,78;4
SO68765;22-04-2020;29-04-2020;14513;2;1;1;4;8,38;4
SO68766;22-04-2020;29-04-2020;15741;2;2;3;4;8,33;4
SO68767;22-04-2020;29-04-2020;21856;1;3;2;10;6,28;4
SO68768;22-04-2020;29-04-2020;20898;2;1;1;6;5,69;4
SO68769;22-04-2020;29-04-2020;23946;1;4;3;6;9,98;4
SO68770;22-04-2020;29-04-2020;26847;2;2;3;6;0;4
SO68771;22-04-2020;29-04-2020;28544;1;4;3;6;6,25;4
SO68772;22-04-2020;29-04-2020;20897;2;2;3;6;7,15;4
SO68773;22-04-2020;29-04-2020;26908;1;1;3;9;4,07;4
SO68774;22-04-2020;29-04-2020;24719;2;3;1;9;4,68;4
SO68775;22-04-2020;29-04-2020;26840;2;1;4;6;6,65;4
SO68776;22-04-2020;29-04-2020;18172;2;2;4;7;1,83;4
SO68777;22-04-2020;29-04-2020;13824;1;4;4;9;8,83;4
SO68778;22-04-2020;29-04-2020;12916;2;3;3;8;8,09;4
SO68779;22-04-2020;29-04-2020;13236;1;1;3;4;7,23;4
SO68780;22-04-2020;29-04-2020;12887;1;3;2;4;5,04;4
SO68781;22-04-2020;29-04-2020;12921;2;4;2;4;5,67;4
SO68782;22-04-2020;29-04-2020;17780;1;2;4;8;0;4
SO68783;22-04-2020;29-04-2020;12615;1;1;4;8;1,47;4
SO68784;22-04-2020;29-04-2020;16566;2;4;1;6;0;4
SO68785;22-04-2020;29-04-2020;27154;2;2;4;6;8,52;4
SO68786;22-04-2020;29-04-2020;13007;1;4;3;6;9,82;4
SO68787;22-04-2020;29-04-2020;26563;1;1;4;8;1,65;4
SO68788;22-04-2020;29-04-2020;26133;2;3;1;6;4,87;4
SO68789;22-04-2020;29-04-2020;21231;2;2;3;9;5,45;4
SO68790;22-04-2020;29-04-2020;26021;1;2;2;6;5,24;4
SO68791;22-04-2020;29-04-2020;15179;1;3;4;8;3,54;4
SO68792;22-04-2020;29-04-2020;21877;2;1;4;9;1,46;4
SO68793;22-04-2020;29-04-2020;12580;1;4;1;8;6,18;4
SO68794;22-04-2020;29-04-2020;25362;2;3;1;4;6,48;4
SO68795;22-04-2020;29-04-2020;27527;2;4;3;4;9,95;4
SO68796;22-04-2020;29-04-2020;27273;2;1;4;4;2,06;4
SO68797;22-04-2020;29-04-2020;21629;1;2;4;10;2,69;4
SO68798;22-04-2020;29-04-2020;21485;2;1;3;1;4,08;4
SO68799;22-04-2020;29-04-2020;18559;2;1;4;1;8,57;4
SO68800;22-04-2020;29-04-2020;18350;1;3;4;4;6,05;4
SO68801;22-04-2020;29-04-2020;18431;1;1;4;4;5,31;4
SO68802;22-04-2020;29-04-2020;18226;1;1;3;1;5,15;4
SO68803;22-04-2020;29-04-2020;22712;2;2;1;7;6,9;4
SO68804;22-04-2020;29-04-2020;24121;1;3;4;8;8,23;4
SO68805;22-04-2020;29-04-2020;11423;1;4;1;6;0;4
SO68806;22-04-2020;29-04-2020;11427;2;2;4;8;2,86;4
SO68807;22-04-2020;29-04-2020;11439;2;2;2;8;3,69;4
SO68808;22-04-2020;29-04-2020;29465;2;2;4;6;7,65;4
SO68809;22-04-2020;29-04-2020;14238;2;1;1;9;1,33;4
SO68810;22-04-2020;29-04-2020;12699;1;3;2;8;0;4
SO68811;22-04-2020;29-04-2020;11151;2;3;1;6;2,66;4
SO68812;23-04-2020;30-04-2020;13956;2;1;1;8;3,35;4
SO68813;23-04-2020;30-04-2020;12249;1;2;3;6;8,72;4
SO68814;23-04-2020;30-04-2020;17072;1;3;1;6;9,95;4
SO68815;23-04-2020;30-04-2020;14073;1;4;2;6;3,32;4
SO68816;23-04-2020;30-04-2020;25211;2;1;2;9;7,16;4
SO68817;23-04-2020;30-04-2020;28349;1;1;4;6;0;4
SO68818;23-04-2020;30-04-2020;22840;1;2;4;8;7,68;4
SO68819;23-04-2020;30-04-2020;13158;1;2;2;8;3,48;4
SO68820;23-04-2020;30-04-2020;12614;2;3;2;6;4,66;4
SO68821;23-04-2020;30-04-2020;12549;1;1;4;6;4,17;4
SO68822;23-04-2020;30-04-2020;19035;1;4;3;9;9,2;4
SO68823;23-04-2020;30-04-2020;19051;2;3;4;6;1,96;4
SO68824;23-04-2020;30-04-2020;18173;2;1;3;6;8,74;4
SO68825;23-04-2020;30-04-2020;16310;2;3;3;6;4,86;4
SO68826;23-04-2020;30-04-2020;25461;1;2;1;8;1,38;4
SO68827;23-04-2020;30-04-2020;11770;1;3;3;1;4,11;4
SO68828;23-04-2020;30-04-2020;26790;2;4;3;4;3,22;4
SO68829;23-04-2020;30-04-2020;28192;2;1;2;1;1,78;4
SO68830;23-04-2020;30-04-2020;11500;2;1;2;6;5,65;4
SO68831;23-04-2020;30-04-2020;27417;2;3;3;4;9,94;4
SO68832;23-04-2020;30-04-2020;25201;2;1;4;4;7,56;4
SO68833;23-04-2020;30-04-2020;11200;2;4;3;10;6,6;4
SO68834;23-04-2020;30-04-2020;26203;2;4;3;4;2,09;4
SO68835;23-04-2020;30-04-2020;26086;2;4;3;1;0;4
SO68836;23-04-2020;30-04-2020;24426;2;2;1;4;4,92;4
SO68837;23-04-2020;30-04-2020;21697;1;1;4;4;5,53;4
SO68838;23-04-2020;30-04-2020;19742;2;2;1;1;5,95;4
SO68839;23-04-2020;30-04-2020;19754;1;1;3;1;6,92;4
SO68840;23-04-2020;30-04-2020;20467;2;2;1;1;6,15;4
SO68841;23-04-2020;30-04-2020;27402;2;1;1;9;0;4
SO68842;23-04-2020;30-04-2020;20338;1;1;4;4;7,88;4
SO68843;23-04-2020;30-04-2020;17394;1;3;1;4;0;4
SO68844;23-04-2020;30-04-2020;27215;2;2;2;6;5,73;4
SO68845;23-04-2020;30-04-2020;17872;2;2;3;1;9,45;4
SO68846;23-04-2020;30-04-2020;22485;1;3;2;7;2,84;4
SO68847;23-04-2020;30-04-2020;26378;2;3;3;6;8,6;4
SO68848;23-04-2020;30-04-2020;23754;2;3;2;6;9,6;4
SO68849;23-04-2020;30-04-2020;16191;2;3;2;8;4,3;4
SO68850;23-04-2020;30-04-2020;24150;1;2;4;8;0;4
SO68851;23-04-2020;30-04-2020;28878;2;3;1;8;0;4
SO68852;23-04-2020;30-04-2020;15690;1;1;2;6;7,02;4
SO68853;23-04-2020;30-04-2020;24075;2;1;4;8;2,16;4
SO68854;23-04-2020;30-04-2020;16934;1;3;4;10;2,16;4
SO68855;23-04-2020;30-04-2020;13474;1;1;4;6;6,18;4
SO68856;23-04-2020;30-04-2020;14879;1;1;1;4;0;4
SO68857;23-04-2020;30-04-2020;13062;2;2;3;1;4,72;4
SO68858;23-04-2020;30-04-2020;16118;2;1;1;4;5,75;4
SO68859;23-04-2020;30-04-2020;16344;1;3;1;4;2,48;4
SO68860;23-04-2020;30-04-2020;16307;1;1;4;8;0;4
SO68861;23-04-2020;30-04-2020;15576;2;2;1;8;8,15;4
SO68862;23-04-2020;30-04-2020;15152;2;4;1;6;1,77;4
SO68863;23-04-2020;30-04-2020;26029;1;3;2;9;2,81;4
SO68864;23-04-2020;30-04-2020;21256;1;3;3;6;9,18;4
SO68865;23-04-2020;30-04-2020;15642;2;3;1;8;9,85;4
SO68866;23-04-2020;30-04-2020;21980;2;4;4;8;5,77;4
SO68867;23-04-2020;30-04-2020;25565;2;2;2;6;2,16;4
SO68868;23-04-2020;30-04-2020;24273;2;1;2;6;0;4
SO68869;23-04-2020;30-04-2020;21569;1;4;4;6;1,08;4
SO68870;23-04-2020;30-04-2020;15597;2;4;2;6;7,3;4
SO68871;23-04-2020;30-04-2020;14597;2;3;4;9;7,42;4
SO68872;23-04-2020;30-04-2020;29276;1;3;4;1;2,83;4
SO68873;23-04-2020;30-04-2020;27199;1;2;1;1;9,26;4
SO68874;23-04-2020;30-04-2020;23377;1;3;4;1;1,14;4
SO68875;23-04-2020;30-04-2020;21416;1;3;2;4;3,5;4
SO68876;23-04-2020;30-04-2020;21417;2;2;4;4;9,55;4
SO68877;23-04-2020;30-04-2020;25453;1;2;1;8;2,35;4
SO68878;23-04-2020;30-04-2020;20876;2;3;2;8;4,33;4
SO68879;23-04-2020;30-04-2020;12298;2;1;4;8;9,07;4
SO68880;23-04-2020;30-04-2020;24199;1;1;1;6;8,99;4
SO68881;23-04-2020;30-04-2020;27906;1;1;4;7;1,08;4
SO68882;23-04-2020;30-04-2020;23744;1;3;1;10;7,15;4
SO68883;23-04-2020;30-04-2020;27131;1;2;3;6;6,17;4
SO68884;23-04-2020;30-04-2020;24707;2;3;1;6;1,17;4
SO68885;23-04-2020;30-04-2020;14304;1;1;3;9;2,27;4
SO68886;23-04-2020;30-04-2020;12988;1;3;1;6;2,85;4
SO68887;24-04-2020;01-05-2020;11502;2;2;3;9;3,86;4
SO68888;24-04-2020;01-05-2020;11330;1;2;2;7;6,78;4
SO68889;24-04-2020;01-05-2020;14086;2;2;4;9;5,97;4
SO68890;24-04-2020;01-05-2020;13998;1;1;4;8;9,48;4
SO68891;24-04-2020;01-05-2020;19672;1;1;4;8;7,77;4
SO68892;24-04-2020;01-05-2020;14685;2;2;2;6;6,88;4
SO70307;10-05-2020;17-05-2020;25553;1;4;2;8;5,58;4
SO70308;10-05-2020;17-05-2020;12292;2;1;1;6;4,22;4
SO70309;10-05-2020;17-05-2020;13616;1;2;1;6;0;4
SO70310;10-05-2020;17-05-2020;25939;1;3;4;8;8,7;4
SO70311;10-05-2020;17-05-2020;29313;1;2;3;7;3,29;4
SO70312;11-05-2020;18-05-2020;12146;1;4;4;4;5,32;4
SO70313;11-05-2020;18-05-2020;12997;2;4;4;6;2,01;4
SO70314;11-05-2020;18-05-2020;14317;1;1;4;8;2,16;4
SO70315;11-05-2020;18-05-2020;18191;1;4;1;6;9,71;4
SO70316;11-05-2020;18-05-2020;12997;2;4;3;6;4,52;4
SO70317;11-05-2020;18-05-2020;20922;1;4;4;7;9,55;4
SO70318;11-05-2020;18-05-2020;22447;1;3;3;7;2,6;4
SO70319;11-05-2020;18-05-2020;16452;1;4;1;7;3,56;4
SO70320;11-05-2020;18-05-2020;19931;2;1;1;6;4,25;4
SO70321;11-05-2020;18-05-2020;19917;1;4;2;7;4,65;4
SO70322;11-05-2020;18-05-2020;12817;2;1;1;10;5,28;4
SO70323;11-05-2020;18-05-2020;14833;2;4;2;9;4,27;4
SO70324;11-05-2020;18-05-2020;19258;1;1;4;9;6,24;4
SO70325;11-05-2020;18-05-2020;11318;2;1;1;1;0;4
SO70326;11-05-2020;18-05-2020;13267;1;1;1;9;5,27;4
SO70327;11-05-2020;18-05-2020;11276;2;3;2;9;6,87;4
SO70328;11-05-2020;18-05-2020;24410;1;2;2;1;2,32;4
SO70329;11-05-2020;18-05-2020;11200;1;2;1;10;4,04;4
SO70330;11-05-2020;18-05-2020;25083;2;1;2;4;0;4
SO70331;11-05-2020;18-05-2020;13936;2;1;3;6;4,58;4
SO70332;11-05-2020;18-05-2020;12158;2;3;2;8;0;4
SO70333;11-05-2020;18-05-2020;17347;1;1;3;9;6,82;4
SO70334;11-05-2020;18-05-2020;18536;2;1;1;4;5,25;4
SO70335;11-05-2020;18-05-2020;19665;1;1;3;4;9,15;4
SO70336;11-05-2020;18-05-2020;18082;2;1;2;1;0;4
SO70337;11-05-2020;18-05-2020;18340;1;2;1;4;2,65;4
SO70338;11-05-2020;18-05-2020;15335;1;1;4;1;8,74;4
SO70339;11-05-2020;18-05-2020;20771;2;4;2;8;6,75;4
SO70340;11-05-2020;18-05-2020;21295;1;4;3;10;3,17;4
SO70341;11-05-2020;18-05-2020;15713;1;2;3;6;3,38;4
SO70342;11-05-2020;18-05-2020;20141;2;4;1;6;3,14;4
SO70343;11-05-2020;18-05-2020;26397;2;1;3;6;3,91;4
SO70344;11-05-2020;18-05-2020;12626;2;4;1;7;9,07;4
SO70345;11-05-2020;18-05-2020;27830;1;4;4;9;3,91;4
SO70346;11-05-2020;18-05-2020;13675;1;2;4;10;2,48;4
SO70347;11-05-2020;18-05-2020;16401;1;4;1;8;9,26;4
SO70348;11-05-2020;18-05-2020;15872;1;2;4;10;0;4
SO70349;11-05-2020;18-05-2020;13399;2;4;2;4;8,28;4
SO70350;11-05-2020;18-05-2020;19844;2;1;1;7;6,29;4
SO70351;11-05-2020;18-05-2020;18232;1;1;2;4;4,96;4
SO70352;11-05-2020;18-05-2020;17009;1;4;4;4;0;4
SO70353;11-05-2020;18-05-2020;13212;2;2;4;4;2,86;4
SO70354;11-05-2020;18-05-2020;13361;1;4;3;1;8,35;4
SO70355;11-05-2020;18-05-2020;13214;2;3;2;1;5,66;4
SO70356;11-05-2020;18-05-2020;21987;2;1;1;8;1,7;4
SO70357;11-05-2020;18-05-2020;22181;2;3;3;9;3,28;4
SO70358;11-05-2020;18-05-2020;15646;2;4;2;6;9,57;4
SO70359;11-05-2020;18-05-2020;12589;1;1;3;6;8,31;4
SO70360;11-05-2020;18-05-2020;15755;2;4;3;8;1,34;4
SO70361;11-05-2020;18-05-2020;15717;2;1;4;8;0;4
SO70362;11-05-2020;18-05-2020;11083;1;4;2;4;1,35;4
SO70363;11-05-2020;18-05-2020;26238;1;4;1;4;0;4
SO70364;11-05-2020;18-05-2020;27615;2;3;4;4;1,87;4
SO70365;11-05-2020;18-05-2020;27570;1;4;4;1;4,46;4
SO70366;11-05-2020;18-05-2020;20350;1;3;4;6;9,91;4
SO70367;11-05-2020;18-05-2020;20373;2;1;1;6;0;4
SO70368;11-05-2020;18-05-2020;21029;2;1;4;8;9,53;4
SO70369;11-05-2020;18-05-2020;28562;2;4;2;6;1,61;4
SO70370;11-05-2020;18-05-2020;20884;1;4;3;6;6,21;4
SO70371;11-05-2020;18-05-2020;23990;2;3;2;6;5,88;4
SO70372;11-05-2020;18-05-2020;27185;2;4;4;10;7,38;4
SO70373;11-05-2020;18-05-2020;11032;1;3;1;9;8,73;4
SO70374;11-05-2020;18-05-2020;11044;1;2;2;9;7,12;4
SO70375;11-05-2020;18-05-2020;25713;2;1;4;9;5,23;4
SO70376;12-05-2020;19-05-2020;21956;2;2;2;6;1,88;4
SO70377;12-05-2020;19-05-2020;21959;1;4;3;10;9,18;4
SO70378;12-05-2020;19-05-2020;12049;1;2;4;4;7,76;4
SO70379;12-05-2020;19-05-2020;16682;2;2;3;6;8,41;4
SO70380;12-05-2020;19-05-2020;17905;1;1;3;8;3,71;4
SO70381;12-05-2020;19-05-2020;25246;1;4;2;9;3,09;4
SO70382;12-05-2020;19-05-2020;13124;1;2;2;7;1,7;4
SO70383;12-05-2020;19-05-2020;14686;2;1;1;9;0;4
SO70384;12-05-2020;19-05-2020;14824;2;4;2;6;8,67;4
SO70385;12-05-2020;19-05-2020;22509;2;1;4;8;4,28;4
SO70386;12-05-2020;19-05-2020;14937;1;1;4;8;7,24;4
SO70387;12-05-2020;19-05-2020;19196;2;3;3;8;5,38;4
SO70388;12-05-2020;19-05-2020;11746;2;2;2;1;8,73;4
SO70389;12-05-2020;19-05-2020;27038;1;2;4;4;7,69;4
SO70390;12-05-2020;19-05-2020;27732;1;1;2;1;6,76;4
SO70391;12-05-2020;19-05-2020;27236;2;1;4;1;4,13;4
SO70392;12-05-2020;19-05-2020;26239;2;2;2;1;5,27;4
SO70393;12-05-2020;19-05-2020;17338;1;3;1;8;6,39;4
SO70394;12-05-2020;19-05-2020;22890;1;2;2;4;5,54;4
SO70395;12-05-2020;19-05-2020;16071;2;3;2;6;1,11;4
SO70396;12-05-2020;19-05-2020;11501;1;2;3;10;2,93;4
SO70397;12-05-2020;19-05-2020;20288;1;4;3;4;0;4
SO70398;12-05-2020;19-05-2020;19398;1;2;4;4;7,6;4
SO70399;12-05-2020;19-05-2020;18810;1;1;4;1;0;4
SO70400;12-05-2020;19-05-2020;24637;1;2;3;6;0;4
SO70401;12-05-2020;19-05-2020;17117;2;1;3;4;0;4
SO70402;12-05-2020;19-05-2020;18662;2;1;1;4;4,14;4
SO70403;12-05-2020;19-05-2020;23134;1;3;1;6;9,65;4
SO70404;12-05-2020;19-05-2020;15248;2;3;2;1;5,38;4
SO70405;12-05-2020;19-05-2020;13834;1;1;2;10;6,98;4
SO70406;12-05-2020;19-05-2020;17205;2;4;1;8;4,15;4
SO70407;12-05-2020;19-05-2020;17204;2;1;1;6;7,12;4
SO70408;12-05-2020;19-05-2020;14963;2;2;2;6;2,58;4
SO70409;12-05-2020;19-05-2020;17650;1;4;1;6;5,38;4
SO70410;12-05-2020;19-05-2020;22659;1;3;1;8;6,62;4
SO70411;12-05-2020;19-05-2020;24139;2;4;4;10;3,7;4
SO70412;12-05-2020;19-05-2020;14808;1;3;1;10;7,78;4
SO70413;12-05-2020;19-05-2020;26835;1;2;1;6;7,39;4
SO70414;12-05-2020;19-05-2020;25515;1;2;1;6;1,63;4
SO70415;12-05-2020;19-05-2020;11627;2;4;4;4;7,48;4
SO70416;12-05-2020;19-05-2020;11722;2;1;2;1;2,7;4
SO70417;12-05-2020;19-05-2020;11639;1;3;4;4;8,92;4
SO70418;12-05-2020;19-05-2020;11972;2;3;4;1;9,93;4
SO70419;12-05-2020;19-05-2020;13192;1;4;1;4;6,4;4
SO70420;12-05-2020;19-05-2020;13392;1;2;3;1;3,61;4
SO70421;12-05-2020;19-05-2020;12871;1;2;1;7;2,45;4
SO70422;12-05-2020;19-05-2020;16137;1;2;4;1;9,75;4
SO70423;12-05-2020;19-05-2020;16139;2;3;2;4;4,78;4
SO70424;12-05-2020;19-05-2020;17458;1;2;3;4;3,25;4
SO70425;12-05-2020;19-05-2020;17461;1;3;3;1;0;4
SO70426;12-05-2020;19-05-2020;13152;2;2;1;4;5,74;4
SO70427;12-05-2020;19-05-2020;15338;1;2;1;4;1,16;4
SO70428;12-05-2020;19-05-2020;18352;2;1;2;4;1,54;4
SO70429;12-05-2020;19-05-2020;17414;2;4;3;1;9,89;4
SO70430;12-05-2020;19-05-2020;17267;1;4;4;4;2,28;4
SO70431;12-05-2020;19-05-2020;17114;1;3;1;7;2,49;4
SO70432;12-05-2020;19-05-2020;12297;2;1;2;6;8,19;4
SO70433;12-05-2020;19-05-2020;26423;1;4;1;10;3,92;4
SO70434;12-05-2020;19-05-2020;18452;2;1;4;6;9,39;4
SO70435;12-05-2020;19-05-2020;13117;2;4;3;6;1,81;4
SO70436;12-05-2020;19-05-2020;15229;2;4;4;6;5,88;4
SO70437;12-05-2020;19-05-2020;15764;2;4;3;10;7,06;4
SO70438;12-05-2020;19-05-2020;27625;2;4;3;1;5,94;4
SO70439;12-05-2020;19-05-2020;27616;1;3;2;4;2,49;4
SO70440;12-05-2020;19-05-2020;23834;1;3;1;1;1,57;4
SO70441;12-05-2020;19-05-2020;21710;2;2;2;8;5,79;4
SO70442;12-05-2020;19-05-2020;23586;1;1;2;4;8,02;4
SO70443;12-05-2020;19-05-2020;23849;2;2;3;1;4,19;4
SO66057;12-03-2020;19-03-2020;17778;2;2;4;6;3,89;4
SO66058;12-03-2020;19-03-2020;26209;1;2;1;6;6,65;4
SO66059;12-03-2020;19-03-2020;15042;1;2;4;6;5,52;4
SO66060;12-03-2020;19-03-2020;26131;2;1;3;6;9,68;4
SO66061;12-03-2020;19-03-2020;14681;1;4;4;10;0;4
SO66062;12-03-2020;19-03-2020;14263;1;1;2;6;1,93;4
SO66063;12-03-2020;19-03-2020;12037;1;2;2;8;6,23;4
SO66064;12-03-2020;19-03-2020;14235;2;3;4;8;7,88;4
SO66065;12-03-2020;19-03-2020;29242;2;1;3;1;3,83;4
SO66066;12-03-2020;19-03-2020;26718;2;4;4;4;5,78;4
SO66067;12-03-2020;19-03-2020;26698;1;3;3;4;8,74;4
SO66068;12-03-2020;19-03-2020;25909;2;4;4;4;0;4
SO66069;12-03-2020;19-03-2020;21144;2;2;2;1;7,27;4
